,year,month,day,extent,date
4012,2005,12,26,23.6,26.0/12.0/2005.0
4013,2005,12,27,23.2,27.0/12.0/2005.0
4014,2005,12,28,23.7,28.0/12.0/2005.0
4015,2005,12,29,23.4,29.0/12.0/2005.0
4016,2005,12,30,23.4,30.0/12.0/2005.0
4017,2005,12,31,24.9,31.0/12.0/2005.0
4018,2006,1,1,23.4,1.0/1.0/2006.0
4019,2006,1,2,22.9,2.0/1.0/2006.0
4020,2006,1,3,23.2,3.0/1.0/2006.0
4021,2006,1,4,23.6,4.0/1.0/2006.0
4022,2006,1,5,23.4,5.0/1.0/2006.0
4023,2006,1,6,24.0,6.0/1.0/2006.0
4024,2006,1,7,24.8,7.0/1.0/2006.0
4025,2006,1,8,25.0,8.0/1.0/2006.0
4026,2006,1,9,24.0,9.0/1.0/2006.0
4027,2006,1,10,23.8,10.0/1.0/2006.0
4028,2006,1,11,23.4,11.0/1.0/2006.0
4029,2006,1,12,23.4,12.0/1.0/2006.0
4030,2006,1,13,24.4,13.0/1.0/2006.0
4031,2006,1,14,25.1,14.0/1.0/2006.0
4032,2006,1,15,24.6,15.0/1.0/2006.0
4033,2006,1,16,23.8,16.0/1.0/2006.0
4034,2006,1,17,24.7,17.0/1.0/2006.0
4035,2006,1,18,23.8,18.0/1.0/2006.0
4036,2006,1,19,24.1,19.0/1.0/2006.0
4037,2006,1,20,24.3,20.0/1.0/2006.0
4038,2006,1,21,25.8,21.0/1.0/2006.0
4039,2006,1,22,25.5,22.0/1.0/2006.0
4040,2006,1,23,26.0,23.0/1.0/2006.0
4041,2006,1,24,26.4,24.0/1.0/2006.0
4042,2006,1,25,24.7,25.0/1.0/2006.0
4043,2006,1,26,24.5,26.0/1.0/2006.0
4044,2006,1,27,24.5,27.0/1.0/2006.0
4045,2006,1,28,23.9,28.0/1.0/2006.0
4046,2006,1,29,24.3,29.0/1.0/2006.0
4047,2006,1,30,24.8,30.0/1.0/2006.0
4048,2006,1,31,25.0,31.0/1.0/2006.0
4049,2006,2,1,24.8,1.0/2.0/2006.0
4050,2006,2,2,25.5,2.0/2.0/2006.0
4051,2006,2,3,26.5,3.0/2.0/2006.0
4052,2006,2,4,26.9,4.0/2.0/2006.0
4053,2006,2,5,26.4,5.0/2.0/2006.0
4054,2006,2,6,25.0,6.0/2.0/2006.0
4055,2006,2,7,25.0,7.0/2.0/2006.0
4056,2006,2,8,24.1,8.0/2.0/2006.0
4057,2006,2,9,24.7,9.0/2.0/2006.0
4058,2006,2,10,25.3,10.0/2.0/2006.0
4059,2006,2,11,25.8,11.0/2.0/2006.0
4060,2006,2,12,25.2,12.0/2.0/2006.0
4061,2006,2,13,24.8,13.0/2.0/2006.0
4062,2006,2,14,24.3,14.0/2.0/2006.0
4063,2006,2,15,25.4,15.0/2.0/2006.0
4064,2006,2,16,26.1,16.0/2.0/2006.0
4065,2006,2,17,26.5,17.0/2.0/2006.0
4066,2006,2,18,26.5,18.0/2.0/2006.0
4067,2006,2,19,26.1,19.0/2.0/2006.0
4068,2006,2,20,26.3,20.0/2.0/2006.0
4069,2006,2,21,26.0,21.0/2.0/2006.0
4070,2006,2,22,26.0,22.0/2.0/2006.0
4071,2006,2,23,26.0,23.0/2.0/2006.0
4072,2006,2,24,26.3,24.0/2.0/2006.0
4073,2006,2,25,26.3,25.0/2.0/2006.0
4074,2006,2,26,26.7,26.0/2.0/2006.0
4075,2006,2,27,27.4,27.0/2.0/2006.0
4076,2006,2,28,28.2,28.0/2.0/2006.0
4077,2006,3,1,27.9,1.0/3.0/2006.0
4078,2006,3,2,28.0,2.0/3.0/2006.0
4079,2006,3,3,26.3,3.0/3.0/2006.0
4080,2006,3,4,27.5,4.0/3.0/2006.0
4081,2006,3,5,27.6,5.0/3.0/2006.0
4082,2006,3,6,28.1,6.0/3.0/2006.0
4083,2006,3,7,27.8,7.0/3.0/2006.0
4084,2006,3,8,27.8,8.0/3.0/2006.0
4085,2006,3,9,28.2,9.0/3.0/2006.0
4086,2006,3,10,28.5,10.0/3.0/2006.0
4087,2006,3,11,27.6,11.0/3.0/2006.0
4088,2006,3,12,28.2,12.0/3.0/2006.0
4089,2006,3,13,28.7,13.0/3.0/2006.0
4090,2006,3,14,28.5,14.0/3.0/2006.0
4091,2006,3,15,28.8,15.0/3.0/2006.0
4092,2006,3,16,28.6,16.0/3.0/2006.0
4093,2006,3,17,29.0,17.0/3.0/2006.0
4094,2006,3,18,28.3,18.0/3.0/2006.0
4095,2006,3,19,28.4,19.0/3.0/2006.0
4096,2006,3,20,27.5,20.0/3.0/2006.0
4097,2006,3,21,28.8,21.0/3.0/2006.0
4098,2006,3,22,28.9,22.0/3.0/2006.0
4099,2006,3,23,28.0,23.0/3.0/2006.0
4100,2006,3,24,28.9,24.0/3.0/2006.0
4101,2006,3,25,29.4,25.0/3.0/2006.0
4102,2006,3,26,29.6,26.0/3.0/2006.0
4103,2006,3,27,30.4,27.0/3.0/2006.0
4104,2006,3,28,29.3,28.0/3.0/2006.0
4105,2006,3,29,28.8,29.0/3.0/2006.0
4106,2006,3,30,29.4,30.0/3.0/2006.0
4107,2006,3,31,29.7,31.0/3.0/2006.0
4108,2006,4,1,29.2,1.0/4.0/2006.0
4109,2006,4,2,29.2,2.0/4.0/2006.0
4110,2006,4,3,29.1,3.0/4.0/2006.0
4111,2006,4,4,29.5,4.0/4.0/2006.0
4112,2006,4,5,30.3,5.0/4.0/2006.0
4113,2006,4,6,31.2,6.0/4.0/2006.0
4114,2006,4,7,31.0,7.0/4.0/2006.0
4115,2006,4,8,30.8,8.0/4.0/2006.0
4116,2006,4,9,30.2,9.0/4.0/2006.0
4117,2006,4,10,30.1,10.0/4.0/2006.0
4118,2006,4,11,30.7,11.0/4.0/2006.0
4119,2006,4,12,31.2,12.0/4.0/2006.0
4120,2006,4,13,30.9,13.0/4.0/2006.0
4121,2006,4,14,29.6,14.0/4.0/2006.0
4122,2006,4,15,29.8,15.0/4.0/2006.0
4123,2006,4,16,30.5,16.0/4.0/2006.0
4124,2006,4,17,28.4,17.0/4.0/2006.0
4125,2006,4,18,29.7,18.0/4.0/2006.0
4126,2006,4,19,30.2,19.0/4.0/2006.0
4127,2006,4,20,30.4,20.0/4.0/2006.0
4128,2006,4,21,28.9,21.0/4.0/2006.0
4129,2006,4,22,29.5,22.0/4.0/2006.0
4130,2006,4,23,29.9,23.0/4.0/2006.0
4131,2006,4,24,30.1,24.0/4.0/2006.0
4132,2006,4,25,31.6,25.0/4.0/2006.0
4133,2006,4,26,32.3,26.0/4.0/2006.0
4134,2006,4,27,33.2,27.0/4.0/2006.0
4135,2006,4,28,33.6,28.0/4.0/2006.0
4136,2006,4,29,33.4,29.0/4.0/2006.0
4137,2006,4,30,33.0,30.0/4.0/2006.0
4138,2006,5,1,32.7,1.0/5.0/2006.0
4139,2006,5,2,30.9,2.0/5.0/2006.0
4140,2006,5,3,30.1,3.0/5.0/2006.0
4141,2006,5,4,30.2,4.0/5.0/2006.0
4142,2006,5,5,30.6,5.0/5.0/2006.0
4143,2006,5,6,30.8,6.0/5.0/2006.0
4144,2006,5,7,30.5,7.0/5.0/2006.0
4145,2006,5,8,30.9,8.0/5.0/2006.0
4146,2006,5,9,31.8,9.0/5.0/2006.0
4147,2006,5,10,34.1,10.0/5.0/2006.0
4148,2006,5,11,33.1,11.0/5.0/2006.0
4149,2006,5,12,33.1,12.0/5.0/2006.0
4150,2006,5,13,31.7,13.0/5.0/2006.0
4151,2006,5,14,31.8,14.0/5.0/2006.0
4152,2006,5,15,32.5,15.0/5.0/2006.0
4153,2006,5,16,32.5,16.0/5.0/2006.0
4154,2006,5,17,31.4,17.0/5.0/2006.0
4155,2006,5,18,29.1,18.0/5.0/2006.0
4156,2006,5,19,30.9,19.0/5.0/2006.0
4157,2006,5,20,32.0,20.0/5.0/2006.0
4158,2006,5,21,32.9,21.0/5.0/2006.0
4159,2006,5,22,33.3,22.0/5.0/2006.0
4160,2006,5,23,32.8,23.0/5.0/2006.0
4161,2006,5,24,31.4,24.0/5.0/2006.0
4162,2006,5,25,29.6,25.0/5.0/2006.0
4163,2006,5,26,29.5,26.0/5.0/2006.0
4164,2006,5,27,30.6,27.0/5.0/2006.0
4165,2006,5,28,31.1,28.0/5.0/2006.0
4166,2006,5,29,31.2,29.0/5.0/2006.0
4167,2006,5,30,31.0,30.0/5.0/2006.0
4168,2006,5,31,30.9,31.0/5.0/2006.0
4169,2006,6,1,32.1,1.0/6.0/2006.0
4170,2006,6,2,32.8,2.0/6.0/2006.0
4171,2006,6,3,30.9,3.0/6.0/2006.0
4172,2006,6,4,30.6,4.0/6.0/2006.0
4173,2006,6,5,30.5,5.0/6.0/2006.0
4174,2006,6,6,30.2,6.0/6.0/2006.0
4175,2006,6,7,31.2,7.0/6.0/2006.0
4176,2006,6,8,31.4,8.0/6.0/2006.0
4177,2006,6,9,31.6,9.0/6.0/2006.0
4178,2006,6,10,31.4,10.0/6.0/2006.0
4179,2006,6,11,31.3,11.0/6.0/2006.0
4180,2006,6,12,31.6,12.0/6.0/2006.0
4181,2006,6,13,30.0,13.0/6.0/2006.0
4182,2006,6,14,30.2,14.0/6.0/2006.0
4183,2006,6,15,31.0,15.0/6.0/2006.0
4184,2006,6,16,31.5,16.0/6.0/2006.0
4185,2006,6,17,30.8,17.0/6.0/2006.0
4186,2006,6,18,31.6,18.0/6.0/2006.0
4187,2006,6,19,31.0,19.0/6.0/2006.0
4188,2006,6,20,30.3,20.0/6.0/2006.0
4189,2006,6,21,29.5,21.0/6.0/2006.0
4190,2006,6,22,28.6,22.0/6.0/2006.0
4191,2006,6,23,29.2,23.0/6.0/2006.0
4192,2006,6,24,31.4,24.0/6.0/2006.0
4193,2006,6,25,31.8,25.0/6.0/2006.0
4194,2006,6,26,29.9,26.0/6.0/2006.0
4195,2006,6,27,30.5,27.0/6.0/2006.0
4196,2006,6,28,29.0,28.0/6.0/2006.0
4197,2006,6,29,31.0,29.0/6.0/2006.0
4198,2006,6,30,31.4,30.0/6.0/2006.0
4199,2006,7,1,32.1,1.0/7.0/2006.0
4200,2006,7,2,32.0,2.0/7.0/2006.0
4201,2006,7,3,31.9,3.0/7.0/2006.0
4202,2006,7,4,32.5,4.0/7.0/2006.0
4203,2006,7,5,32.8,5.0/7.0/2006.0
4204,2006,7,6,32.6,6.0/7.0/2006.0
4205,2006,7,7,33.1,7.0/7.0/2006.0
4206,2006,7,8,33.1,8.0/7.0/2006.0
4207,2006,7,9,32.2,9.0/7.0/2006.0
4208,2006,7,10,32.0,10.0/7.0/2006.0
4209,2006,7,11,30.3,11.0/7.0/2006.0
4210,2006,7,12,29.6,12.0/7.0/2006.0
4211,2006,7,13,30.2,13.0/7.0/2006.0
4212,2006,7,14,29.8,14.0/7.0/2006.0
4213,2006,7,15,30.9,15.0/7.0/2006.0
4214,2006,7,16,31.9,16.0/7.0/2006.0
4215,2006,7,17,30.7,17.0/7.0/2006.0
4216,2006,7,18,31.4,18.0/7.0/2006.0
4217,2006,7,19,31.0,19.0/7.0/2006.0
4218,2006,7,20,29.0,20.0/7.0/2006.0
4219,2006,7,21,29.4,21.0/7.0/2006.0
4220,2006,7,22,30.4,22.0/7.0/2006.0
4221,2006,7,23,30.4,23.0/7.0/2006.0
4222,2006,7,24,30.5,24.0/7.0/2006.0
4223,2006,7,25,27.9,25.0/7.0/2006.0
4224,2006,7,26,27.5,26.0/7.0/2006.0
4225,2006,7,27,27.5,27.0/7.0/2006.0
4226,2006,7,28,30.0,28.0/7.0/2006.0
4227,2006,7,29,30.1,29.0/7.0/2006.0
4228,2006,7,30,30.1,30.0/7.0/2006.0
4229,2006,7,31,29.9,31.0/7.0/2006.0
4230,2006,8,1,29.1,1.0/8.0/2006.0
4231,2006,8,2,30.9,2.0/8.0/2006.0
4232,2006,8,3,29.3,3.0/8.0/2006.0
4233,2006,8,4,30.6,4.0/8.0/2006.0
4234,2006,8,5,30.5,5.0/8.0/2006.0
4235,2006,8,6,30.1,6.0/8.0/2006.0
4236,2006,8,7,30.2,7.0/8.0/2006.0
4237,2006,8,8,29.6,8.0/8.0/2006.0
4238,2006,8,9,28.9,9.0/8.0/2006.0
4239,2006,8,10,29.4,10.0/8.0/2006.0
4240,2006,8,11,28.6,11.0/8.0/2006.0
4241,2006,8,12,30.0,12.0/8.0/2006.0
4242,2006,8,13,29.7,13.0/8.0/2006.0
4243,2006,8,14,29.7,14.0/8.0/2006.0
4244,2006,8,15,30.2,15.0/8.0/2006.0
4245,2006,8,16,29.7,16.0/8.0/2006.0
4246,2006,8,17,30.9,17.0/8.0/2006.0
4247,2006,8,18,30.4,18.0/8.0/2006.0
4248,2006,8,19,29.9,19.0/8.0/2006.0
4249,2006,8,20,29.8,20.0/8.0/2006.0
4250,2006,8,21,29.4,21.0/8.0/2006.0
4251,2006,8,22,29.5,22.0/8.0/2006.0
4252,2006,8,23,29.9,23.0/8.0/2006.0
4253,2006,8,24,30.4,24.0/8.0/2006.0
4254,2006,8,25,29.8,25.0/8.0/2006.0
4255,2006,8,26,29.1,26.0/8.0/2006.0
4256,2006,8,27,29.8,27.0/8.0/2006.0
4257,2006,8,28,30.4,28.0/8.0/2006.0
4258,2006,8,29,29.9,29.0/8.0/2006.0
4259,2006,8,30,30.4,30.0/8.0/2006.0
4260,2006,8,31,29.6,31.0/8.0/2006.0
4261,2006,9,1,29.1,1.0/9.0/2006.0
4262,2006,9,2,29.7,2.0/9.0/2006.0
4263,2006,9,3,29.9,3.0/9.0/2006.0
4264,2006,9,4,28.5,4.0/9.0/2006.0
4265,2006,9,5,30.1,5.0/9.0/2006.0
4266,2006,9,6,29.6,6.0/9.0/2006.0
4267,2006,9,7,29.4,7.0/9.0/2006.0
4268,2006,9,8,29.1,8.0/9.0/2006.0
4269,2006,9,9,28.7,9.0/9.0/2006.0
4270,2006,9,10,28.2,10.0/9.0/2006.0
4271,2006,9,11,30.0,11.0/9.0/2006.0
4272,2006,9,12,30.2,12.0/9.0/2006.0
4273,2006,9,13,29.5,13.0/9.0/2006.0
4274,2006,9,14,27.7,14.0/9.0/2006.0
4275,2006,9,15,27.2,15.0/9.0/2006.0
4276,2006,9,16,29.0,16.0/9.0/2006.0
4277,2006,9,17,29.0,17.0/9.0/2006.0
4278,2006,9,18,29.8,18.0/9.0/2006.0
4279,2006,9,19,28.7,19.0/9.0/2006.0
4280,2006,9,20,28.4,20.0/9.0/2006.0
4281,2006,9,21,29.0,21.0/9.0/2006.0
4282,2006,9,22,29.3,22.0/9.0/2006.0
4283,2006,9,23,29.6,23.0/9.0/2006.0
4284,2006,9,24,27.5,24.0/9.0/2006.0
4285,2006,9,25,25.9,25.0/9.0/2006.0
4286,2006,9,26,27.9,26.0/9.0/2006.0
4287,2006,9,27,29.2,27.0/9.0/2006.0
4288,2006,9,28,30.1,28.0/9.0/2006.0
4289,2006,9,29,29.7,29.0/9.0/2006.0
4290,2006,9,30,30.1,30.0/9.0/2006.0
4291,2006,10,1,29.2,1.0/10.0/2006.0
4292,2006,10,2,29.2,2.0/10.0/2006.0
4293,2006,10,3,29.0,3.0/10.0/2006.0
4294,2006,10,4,28.2,4.0/10.0/2006.0
4295,2006,10,5,28.2,5.0/10.0/2006.0
4296,2006,10,6,29.2,6.0/10.0/2006.0
4297,2006,10,7,28.8,7.0/10.0/2006.0
4298,2006,10,8,28.8,8.0/10.0/2006.0
4299,2006,10,9,27.6,9.0/10.0/2006.0
4300,2006,10,10,28.0,10.0/10.0/2006.0
4301,2006,10,11,28.9,11.0/10.0/2006.0
4302,2006,10,12,29.3,12.0/10.0/2006.0
4303,2006,10,13,28.5,13.0/10.0/2006.0
4304,2006,10,14,28.4,14.0/10.0/2006.0
4305,2006,10,15,28.5,15.0/10.0/2006.0
4306,2006,10,16,28.6,16.0/10.0/2006.0
4307,2006,10,17,28.3,17.0/10.0/2006.0
4308,2006,10,18,28.4,18.0/10.0/2006.0
4309,2006,10,19,26.5,19.0/10.0/2006.0
4310,2006,10,20,27.4,20.0/10.0/2006.0
4311,2006,10,21,27.4,21.0/10.0/2006.0
4312,2006,10,22,28.4,22.0/10.0/2006.0
4313,2006,10,23,26.1,23.0/10.0/2006.0
4314,2006,10,24,25.3,24.0/10.0/2006.0
4315,2006,10,25,26.0,25.0/10.0/2006.0
4316,2006,10,26,25.2,26.0/10.0/2006.0
4317,2006,10,27,24.0,27.0/10.0/2006.0
4318,2006,10,28,23.8,28.0/10.0/2006.0
4319,2006,10,29,25.8,29.0/10.0/2006.0
4320,2006,10,30,25.3,30.0/10.0/2006.0
4321,2006,10,31,26.0,31.0/10.0/2006.0
4322,2006,11,1,26.6,1.0/11.0/2006.0
4323,2006,11,2,26.1,2.0/11.0/2006.0
4324,2006,11,3,24.1,3.0/11.0/2006.0
4325,2006,11,4,25.6,4.0/11.0/2006.0
4326,2006,11,5,26.2,5.0/11.0/2006.0
4327,2006,11,6,26.1,6.0/11.0/2006.0
4328,2006,11,7,23.6,7.0/11.0/2006.0
4329,2006,11,8,23.8,8.0/11.0/2006.0
4330,2006,11,9,25.1,9.0/11.0/2006.0
4331,2006,11,10,25.3,10.0/11.0/2006.0
4332,2006,11,11,25.8,11.0/11.0/2006.0
4333,2006,11,12,25.4,12.0/11.0/2006.0
4334,2006,11,13,24.8,13.0/11.0/2006.0
4335,2006,11,14,25.3,14.0/11.0/2006.0
4336,2006,11,15,25.1,15.0/11.0/2006.0
4337,2006,11,16,25.3,16.0/11.0/2006.0
4338,2006,11,17,25.5,17.0/11.0/2006.0
4339,2006,11,18,24.6,18.0/11.0/2006.0
4340,2006,11,19,25.4,19.0/11.0/2006.0
4341,2006,11,20,25.9,20.0/11.0/2006.0
4342,2006,11,21,25.6,21.0/11.0/2006.0
4343,2006,11,22,25.4,22.0/11.0/2006.0
4344,2006,11,23,24.5,23.0/11.0/2006.0
4345,2006,11,24,25.1,24.0/11.0/2006.0
4346,2006,11,25,25.6,25.0/11.0/2006.0
4347,2006,11,26,26.0,26.0/11.0/2006.0
4348,2006,11,27,26.0,27.0/11.0/2006.0
4349,2006,11,28,26.2,28.0/11.0/2006.0
4350,2006,11,29,25.8,29.0/11.0/2006.0
4351,2006,11,30,25.7,30.0/11.0/2006.0
4352,2006,12,1,24.8,1.0/12.0/2006.0
4353,2006,12,2,25.7,2.0/12.0/2006.0
4354,2006,12,3,25.9,3.0/12.0/2006.0
4355,2006,12,4,25.5,4.0/12.0/2006.0
4356,2006,12,5,24.6,5.0/12.0/2006.0
4357,2006,12,6,24.0,6.0/12.0/2006.0
4358,2006,12,7,24.3,7.0/12.0/2006.0
4359,2006,12,8,25.1,8.0/12.0/2006.0
4360,2006,12,9,25.9,9.0/12.0/2006.0
4361,2006,12,10,25.1,10.0/12.0/2006.0
4362,2006,12,11,24.4,11.0/12.0/2006.0
4363,2006,12,12,25.5,12.0/12.0/2006.0
4364,2006,12,13,26.0,13.0/12.0/2006.0
4365,2006,12,14,25.9,14.0/12.0/2006.0
4366,2006,12,15,25.6,15.0/12.0/2006.0
4367,2006,12,16,25.9,16.0/12.0/2006.0
4368,2006,12,17,25.4,17.0/12.0/2006.0
4369,2006,12,18,24.9,18.0/12.0/2006.0
4370,2006,12,19,25.0,19.0/12.0/2006.0
4371,2006,12,20,25.8,20.0/12.0/2006.0
4372,2006,12,21,25.9,21.0/12.0/2006.0
4373,2006,12,22,25.8,22.0/12.0/2006.0
4374,2006,12,23,26.1,23.0/12.0/2006.0
4375,2006,12,24,25.4,24.0/12.0/2006.0
4376,2006,12,25,25.7,25.0/12.0/2006.0
4377,2006,12,26,25.9,26.0/12.0/2006.0
4378,2006,12,27,25.3,27.0/12.0/2006.0
4379,2006,12,28,24.6,28.0/12.0/2006.0
4380,2006,12,29,24.8,29.0/12.0/2006.0
4381,2006,12,30,25.0,30.0/12.0/2006.0
4382,2006,12,31,24.1,31.0/12.0/2006.0
4383,2007,1,1,25.4,1.0/1.0/2007.0
4384,2007,1,2,24.5,2.0/1.0/2007.0
4385,2007,1,3,23.6,3.0/1.0/2007.0
4386,2007,1,4,23.7,4.0/1.0/2007.0
4387,2007,1,5,24.0,5.0/1.0/2007.0
4388,2007,1,6,24.3,6.0/1.0/2007.0
4389,2007,1,7,24.9,7.0/1.0/2007.0
4390,2007,1,8,25.0,8.0/1.0/2007.0
4391,2007,1,9,25.6,9.0/1.0/2007.0
4392,2007,1,10,24.8,10.0/1.0/2007.0
4393,2007,1,11,23.8,11.0/1.0/2007.0
4394,2007,1,12,23.8,12.0/1.0/2007.0
4395,2007,1,13,24.5,13.0/1.0/2007.0
4396,2007,1,14,24.8,14.0/1.0/2007.0
4397,2007,1,15,24.5,15.0/1.0/2007.0
4398,2007,1,16,24.3,16.0/1.0/2007.0
4399,2007,1,17,23.8,17.0/1.0/2007.0
4400,2007,1,18,24.1,18.0/1.0/2007.0
4401,2007,1,19,24.9,19.0/1.0/2007.0
4402,2007,1,20,25.2,20.0/1.0/2007.0
4403,2007,1,21,24.3,21.0/1.0/2007.0
4404,2007,1,22,24.4,22.0/1.0/2007.0
4405,2007,1,23,24.9,23.0/1.0/2007.0
4406,2007,1,24,25.0,24.0/1.0/2007.0
4407,2007,1,25,25.5,25.0/1.0/2007.0
4408,2007,1,26,24.6,26.0/1.0/2007.0
4409,2007,1,27,25.7,27.0/1.0/2007.0
4410,2007,1,28,25.9,28.0/1.0/2007.0
4411,2007,1,29,25.8,29.0/1.0/2007.0
4412,2007,1,30,25.1,30.0/1.0/2007.0
4413,2007,1,31,24.0,31.0/1.0/2007.0
4414,2007,2,1,23.4,1.0/2.0/2007.0
4415,2007,2,2,24.9,2.0/2.0/2007.0
4416,2007,2,3,25.3,3.0/2.0/2007.0
4417,2007,2,4,23.9,4.0/2.0/2007.0
4418,2007,2,5,24.2,5.0/2.0/2007.0
4419,2007,2,6,25.4,6.0/2.0/2007.0
4420,2007,2,7,25.5,7.0/2.0/2007.0
4421,2007,2,8,24.6,8.0/2.0/2007.0
4422,2007,2,9,24.8,9.0/2.0/2007.0
4423,2007,2,10,25.6,10.0/2.0/2007.0
4424,2007,2,11,25.3,11.0/2.0/2007.0
4425,2007,2,12,26.9,12.0/2.0/2007.0
4426,2007,2,13,27.3,13.0/2.0/2007.0
4427,2007,2,14,27.8,14.0/2.0/2007.0
4428,2007,2,15,27.7,15.0/2.0/2007.0
4429,2007,2,16,27.7,16.0/2.0/2007.0
4430,2007,2,17,26.0,17.0/2.0/2007.0
4431,2007,2,18,25.8,18.0/2.0/2007.0
4432,2007,2,19,26.4,19.0/2.0/2007.0
4433,2007,2,20,26.0,20.0/2.0/2007.0
4434,2007,2,21,25.2,21.0/2.0/2007.0
4435,2007,2,22,25.2,22.0/2.0/2007.0
4436,2007,2,23,24.9,23.0/2.0/2007.0
4437,2007,2,24,25.0,24.0/2.0/2007.0
4438,2007,2,25,25.8,25.0/2.0/2007.0
4439,2007,2,26,26.5,26.0/2.0/2007.0
4440,2007,2,27,26.2,27.0/2.0/2007.0
4441,2007,2,28,26.3,28.0/2.0/2007.0
4442,2007,3,1,27.5,1.0/3.0/2007.0
4443,2007,3,2,27.8,2.0/3.0/2007.0
4444,2007,3,3,27.8,3.0/3.0/2007.0
4445,2007,3,4,27.1,4.0/3.0/2007.0
4446,2007,3,5,26.8,5.0/3.0/2007.0
4447,2007,3,6,26.7,6.0/3.0/2007.0
4448,2007,3,7,27.0,7.0/3.0/2007.0
4449,2007,3,8,27.4,8.0/3.0/2007.0
4450,2007,3,9,27.7,9.0/3.0/2007.0
4451,2007,3,10,26.8,10.0/3.0/2007.0
4452,2007,3,11,26.1,11.0/3.0/2007.0
4453,2007,3,12,26.8,12.0/3.0/2007.0
4454,2007,3,13,26.3,13.0/3.0/2007.0
4455,2007,3,14,27.0,14.0/3.0/2007.0
4456,2007,3,15,27.6,15.0/3.0/2007.0
4457,2007,3,16,28.1,16.0/3.0/2007.0
4458,2007,3,17,27.6,17.0/3.0/2007.0
4459,2007,3,18,27.9,18.0/3.0/2007.0
4460,2007,3,19,27.3,19.0/3.0/2007.0
4461,2007,3,20,29.4,20.0/3.0/2007.0
4462,2007,3,21,28.2,21.0/3.0/2007.0
4463,2007,3,22,28.4,22.0/3.0/2007.0
4464,2007,3,23,27.2,23.0/3.0/2007.0
4465,2007,3,24,28.3,24.0/3.0/2007.0
4466,2007,3,25,28.4,25.0/3.0/2007.0
4467,2007,3,26,28.4,26.0/3.0/2007.0
4468,2007,3,27,28.5,27.0/3.0/2007.0
4469,2007,3,28,28.1,28.0/3.0/2007.0
4470,2007,3,29,27.7,29.0/3.0/2007.0
4471,2007,3,30,27.5,30.0/3.0/2007.0
4472,2007,3,31,28.8,31.0/3.0/2007.0
4473,2007,4,1,28.9,1.0/4.0/2007.0
4474,2007,4,2,29.1,2.0/4.0/2007.0
4475,2007,4,3,28.9,3.0/4.0/2007.0
4476,2007,4,4,28.4,4.0/4.0/2007.0
4477,2007,4,5,29.3,5.0/4.0/2007.0
4478,2007,4,6,28.2,6.0/4.0/2007.0
4479,2007,4,7,28.9,7.0/4.0/2007.0
4480,2007,4,8,29.2,8.0/4.0/2007.0
4481,2007,4,9,29.4,9.0/4.0/2007.0
4482,2007,4,10,29.2,10.0/4.0/2007.0
4483,2007,4,11,29.7,11.0/4.0/2007.0
4484,2007,4,12,29.8,12.0/4.0/2007.0
4485,2007,4,13,29.7,13.0/4.0/2007.0
4486,2007,4,14,28.6,14.0/4.0/2007.0
4487,2007,4,15,29.0,15.0/4.0/2007.0
4488,2007,4,16,29.0,16.0/4.0/2007.0
4489,2007,4,17,29.4,17.0/4.0/2007.0
4490,2007,4,18,29.6,18.0/4.0/2007.0
4491,2007,4,19,28.7,19.0/4.0/2007.0
4492,2007,4,20,29.7,20.0/4.0/2007.0
4493,2007,4,21,29.5,21.0/4.0/2007.0
4494,2007,4,22,30.4,22.0/4.0/2007.0
4495,2007,4,23,30.7,23.0/4.0/2007.0
4496,2007,4,24,30.9,24.0/4.0/2007.0
4497,2007,4,25,30.6,25.0/4.0/2007.0
4498,2007,4,26,30.0,26.0/4.0/2007.0
4499,2007,4,27,30.4,27.0/4.0/2007.0
4500,2007,4,28,31.1,28.0/4.0/2007.0
4501,2007,4,29,30.3,29.0/4.0/2007.0
4502,2007,4,30,30.6,30.0/4.0/2007.0
4503,2007,5,1,31.0,1.0/5.0/2007.0
4504,2007,5,2,31.4,2.0/5.0/2007.0
4505,2007,5,3,29.9,3.0/5.0/2007.0
4506,2007,5,4,30.1,4.0/5.0/2007.0
4507,2007,5,5,30.7,5.0/5.0/2007.0
4508,2007,5,6,31.7,6.0/5.0/2007.0
4509,2007,5,7,32.2,7.0/5.0/2007.0
4510,2007,5,8,32.0,8.0/5.0/2007.0
4511,2007,5,9,33.4,9.0/5.0/2007.0
4512,2007,5,10,33.0,10.0/5.0/2007.0
4513,2007,5,11,33.5,11.0/5.0/2007.0
4514,2007,5,12,33.7,12.0/5.0/2007.0
4515,2007,5,13,32.4,13.0/5.0/2007.0
4516,2007,5,14,33.2,14.0/5.0/2007.0
4517,2007,5,15,33.4,15.0/5.0/2007.0
4518,2007,5,16,32.7,16.0/5.0/2007.0
4519,2007,5,17,32.4,17.0/5.0/2007.0
4520,2007,5,18,33.0,18.0/5.0/2007.0
4521,2007,5,19,32.7,19.0/5.0/2007.0
4522,2007,5,20,32.4,20.0/5.0/2007.0
4523,2007,5,21,31.5,21.0/5.0/2007.0
4524,2007,5,22,32.7,22.0/5.0/2007.0
4525,2007,5,23,31.7,23.0/5.0/2007.0
4526,2007,5,24,30.6,24.0/5.0/2007.0
4527,2007,5,25,31.8,25.0/5.0/2007.0
4528,2007,5,26,31.9,26.0/5.0/2007.0
4529,2007,5,27,31.9,27.0/5.0/2007.0
